id;Magasin;Code communication;Référence commande;Référence commande externe;Référence pré commande;Configuration commande externe;Date commande;Date livraison;Date validation;Date de début de validation;Date de fin de validation;Statut;Créée par;Validée par;Fournisseur;Nom;Prénom;Titre;Adresse 1;Adresse 2;Adresse 3;Code postal;Ville;Pays;Téléphone 1;Téléphone 2;Fax;Email;Entreprise;Numéro T.V.A. intra.;A.P.E.;SIRET;SIREN;Historique
412a2e55-4ce5-452c-84e5-ab2196cbe23a;110;;30268079;CMD LD F/L;;;11/11/2025 15:30:08;11/11/2025;11/11/2025 15:33:03;;;livrée partiellement;jnzue;jnzue;2MASERVICES;;;;;;;;;;;;;;;;;;;
f53c4fb5-986a-40db-af2c-4bff90939a57;110;;10497689;;;;11/11/2025 13:29:17;11/11/2025;11/11/2025 13:32:35;;;en attente de livraison;aglaourou;aglaourou;S2P SOCOCE Z3;;;;;;;;;;;;;;;;;;;
6720e819-6261-4708-b912-f67f8e6b5070;110;;93587882;;;;11/11/2025 12:47:42;11/11/2025;11/11/2025 12:50:34;;;en attente de livraison;detokpa;detokpa;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
f098003e-d0d4-43d3-94df-d51f748dcc9c;110;;23550858;CMD LD F/L;;;11/11/2025 12:45:18;11/11/2025;11/11/2025 12:46:45;;;en attente de livraison;aassale;aassale;AGBEDE KOFFI ATSOU;;;;;;;;;;;;;;;;;;;
9e0029e8-306b-4569-ba33-4375ed3026be;110;;24701723;CMD LD F/L;;;11/11/2025 12:41:47;11/11/2025;11/11/2025 12:44:55;;;en attente de livraison;aassale;aassale;LE PANIER LOCAL PRODUCTION;;;;;;;;;;;;;;;;;;;
f39178d1-3ca4-4239-8670-c0d171607de6;110;;12641468;CMD LD F/L;;;11/11/2025 12:38:53;11/11/2025;11/11/2025 12:41:28;;;livrée partiellement;aassale;aassale;N'GUESSAN KOUADIO BENOIT;;;;;;;;;;;;;;;;;;;
42f90445-6ac1-4c74-84bd-e4651a942870;110;;84799346;;;;11/11/2025 12:27:48;11/11/2025;11/11/2025 12:29:55;;;livrée partiellement;aglaourou;aglaourou;PAIN D'IVOIRE PLUS;;;;;;;;;;;;;;;;;;;
5674b323-1924-4fc2-8236-f69ee1cabae9;110;;12598583;CMD LD SIDPROM DU 11/11/25;;;11/11/2025 12:27:32;11/11/2025;11/11/2025 12:29:16;;;en attente de livraison;ALOUI.BORIS-ARNAUD;ALOUI.BORIS-ARNAUD;SIDPROM;;;;;;;;;;;;;;;;;;;
633a8aa4-357d-498f-b70e-5b5e8479c87a;110;;44494775;;;;11/11/2025 12:20:13;11/11/2025;11/11/2025 12:25:55;;;livrée partiellement;aglaourou;aglaourou;LA MIE DOREE;;;;;;;;;;;;;;;;;;;
379460d0-2e42-486d-a9eb-734dac786f89;110;;19967999;CMD LD;;;11/11/2025 12:05:33;11/11/2025;11/11/2025 12:07:31;;;livrée partiellement;ajbrindou;ajbrindou;GOLY ADJO JULIETTE EPSE ACHO;;;;;;;;;;;;;;;;;;;
7a3c7b68-3fcf-46c1-bdee-de1d48dceef5;110;;29434103;CMD LC BARQUETTE CROISSANTS;;;11/11/2025 12:04:59;11/11/2025;11/11/2025 12:08:47;;;en attente de livraison;eniongui;eniongui;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
ffcca822-2414-432d-b358-b54cefd5f7b3;110;;86543994;CMD LC LIQUIDE;;;11/11/2025 11:53:30;11/11/2025;11/11/2025 12:02:22;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
c51f5dda-bb9f-4044-820d-d3891ae8bc76;110;;26953767;;;;11/11/2025 11:35:50;12/11/2025;11/11/2025 11:39:59;;;en attente de livraison;lasdoua;lasdoua;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
cf3ac66b-8fb4-4e4a-a301-be9f744d23f9;110;;25581492;CMD LC DPH;;;11/11/2025 11:29:09;11/11/2025;11/11/2025 11:43:11;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
576400e0-c4e8-43c3-95f3-880c2ee0709a;110;;37243789;CMD LC DPH;;;11/11/2025 11:22:43;11/11/2025;11/11/2025 11:29:00;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
be523dd0-6a80-452f-952c-95c94a7caeae;110;;16459727;;;;11/11/2025 11:12:06;12/11/2025;11/11/2025 11:13:14;;;en attente de livraison;;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
194d57dd-66f1-455c-a50e-f84aa28e1ccd;110;;31732656;CMD LC FGX du 11/11/25;;;11/11/2025 11:06:13;11/11/2025;11/11/2025 11:09:05;;;en attente de livraison;aassale;aassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
3370179a-90f9-4f61-a26b-cbaf5b0e3f44;110;;19179311;cmd lc 11/11/2025;;;11/11/2025 11:05:45;11/11/2025;11/11/2025 11:08:24;;;en attente de livraison;gsie;gsie;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
72a911d8-b2c9-487e-81e2-4b00443da6c3;110;;27553781;cmd lc 11/11/2025;;;11/11/2025 10:47:43;11/11/2025;11/11/2025 10:58:30;;;en attente de livraison;vkouamalan;vkouamalan;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
6e8ed1d0-9700-4e54-9a81-bdd497352a89;110;;18996481;CMD LD DPH;;;11/11/2025 10:46:53;11/11/2025;11/11/2025 10:50:11;;;en attente de livraison;ehqassale;ehqassale;SNPC (STE NLLE PDTS CHIMIQUES);;;;;;;;;;;;;;;;;;;
e21f82be-63c2-41b6-bcbc-95022749e10a;110;;37500361;CMD LC F/L;;;11/11/2025 10:43:19;11/11/2025;11/11/2025 10:46:37;;;en attente de livraison;ehqassale;ehqassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
996d63e3-608e-48fb-a3ff-5825a14f8008;110;;82373645;CMD LC EPICERIE;;;11/11/2025 10:31:54;11/11/2025;11/11/2025 10:53:02;;;en attente de livraison;mtano;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
73dd3eb5-a5a5-4263-ab3b-576321b86b0d;110;;90431256;CMD LC LIQUIDE 11/11/25;;;11/11/2025 10:25:06;11/11/2025;11/11/2025 10:26:39;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
a81183ea-a427-4b5a-acb1-d2fcd9f5efbf;110;;32157705;CMD LC BAZAR DU 11/11/2025;;;11/11/2025 10:14:01;11/11/2025;11/11/2025 10:15:23;;;en attente de livraison;mtano;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
d6de78c0-6d31-4866-a3ce-3d21d52f935a;110;;11983475;CMD LC CREMERIE;;;11/11/2025 10:13:57;11/11/2025;11/11/2025 10:44:00;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
7f5bc634-b375-4e2f-8971-61706ef87700;110;;21254039;CMD LC SURGELE LS 11/11/25;;;11/11/2025 09:50:19;11/11/2025;11/11/2025 10:30:58;;;en attente de livraison;mtano;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
e18aeb05-d4de-458d-812f-2ab97edbd499;110;;47432937;CMD L.D EPICERIE;;;11/11/2025 09:41:10;11/11/2025;11/11/2025 09:44:25;;;en attente de livraison;rkouadio;rkouadio;YAO TANOH;;;;;;;;;;;;;;;;;;;
5b58c426-9eda-43c9-894d-f66962228343;110;;25606729;CMD LC F/L;;;11/11/2025 09:32:10;11/11/2025;11/11/2025 10:42:19;;;en attente de livraison;ajbrindou;ehqassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
9ad4b9f0-c27e-4428-8a64-bd49544b2b9c;110;;32529826;CMD FRAIS;;;11/11/2025 09:30:17;11/11/2025;11/11/2025 09:32:10;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
5c91f00b-ec80-4570-9f14-011e7b1484c9;110;;12784561;CMD LC LIQUIDE 11/11/25;;;11/11/2025 09:26:39;11/11/2025;11/11/2025 09:46:20;;;en attente de livraison;fyeo;fyeo;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
f44b88d1-3de8-452f-8e18-862b60e4a7d5;110;;85922712;CMD LC BAZAR DU 11/11/2025;;;11/11/2025 09:26:25;11/11/2025;11/11/2025 09:41:06;;;en attente de livraison;mtano;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
a39bc4b2-0f3d-4638-be1a-94fad876a274;110;;92952834;CMD LC BARQUETTE DE CROISSANT;;;11/11/2025 09:25:24;11/11/2025;11/11/2025 09:29:19;;;en attente de livraison;eniongui;eniongui;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
8fb09590-3fcb-4481-9bd0-5be6881abb4b;110;;64099350;CMD LC CHARCT LS;;;11/11/2025 09:24:20;11/11/2025;11/11/2025 09:30:09;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
0b60b8f0-4fbf-46ae-9405-657681f8bd96;110;;21527179;CMD LC CHACUTERI R COUP;;;11/11/2025 09:11:58;11/11/2025;11/11/2025 09:24:26;;;en attente de livraison;ajbrindou;ajbrindou;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
a83a8630-f2d1-4d1b-bce3-40b41ae37921;110;;13758152;CMD L.D EPICERIE;;;11/11/2025 09:08:14;11/11/2025;11/11/2025 09:18:19;;;en attente de livraison;rkouadio;rkouadio;MPLIFY IVC LIMITED;;;;;;;;;;;;;;;;;;;
b3905de3-f95d-4234-bae6-a983fbc9e476;110;;22321529;CMD LC VIENNOISERIE;;;11/11/2025 09:07:50;11/11/2025;11/11/2025 09:25:16;;;en attente de livraison;eniongui;eniongui;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
0c7f6d89-e379-4a87-b2b9-922d759a7941;110;;24327765;CMD LC DPH;;;11/11/2025 08:55:02;11/11/2025;11/11/2025 08:58:07;;;en attente de livraison;ehqassale;ehqassale;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
a68dc4ea-18c1-4523-ac42-7f76532af7e5;110;;32219385;;;;11/11/2025 08:53:40;12/11/2025;11/11/2025 09:12:19;;;en attente de livraison;;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
e3704ed5-42c8-4ece-bd44-0f0ab3991038;110;;89323881;CMD L.D EPICERIE;;;11/11/2025 08:49:51;11/11/2025;11/11/2025 08:53:47;;;en attente de livraison;rkouadio;rkouadio;YAO TANOH;;;;;;;;;;;;;;;;;;;
46a40e30-3aa0-4f8a-8ecc-3871a9d58649;110;;16269304;;;;11/11/2025 08:45:24;11/11/2025;11/11/2025 08:49:09;;;en attente de livraison;;mtano;FOURNISSEUR CENTRALE;;;;;;;;;;;;;;;;;;;
a4693659-e532-47fe-b916-d3eec69ec238;110;;18653577;CMD L.D EPICERIE;;;11/11/2025 08:43:13;11/11/2025;11/11/2025 08:46:10;;;en attente de livraison;rkouadio;rkouadio;FATOU SOUBAO;;;;;;;;;;;;;;;;;;;
